system:index,kecamatan,kelurahan,kota,nl_mean,.geo
0000000000000000001a,Ciputat,Cipayung,Kota Tangerang Selatan,15.605698002466163,"{""type"":""Polygon"",""coordinates"":[[[106.74599200939181,-6.320454668828513],[106.74605896341272,-6.320775780245014],[106.74621500955593,-6.321310807366658],[106.74627746404073,-6.321533801428198],[106.7463220101177,-6.321729967258833],[106.74637105580875,-6.321966293368886],[106.74639778346513,-6.322189294349429],[106.74646023800132,-6.322639611136889],[106.7465048741071,-6.323165823289981],[106.74658955674374,-6.323955073516732],[106.7466251936547,-6.324182475044309],[106.74665201133386,-6.324342985433876],[106.74672337517373,-6.324757713602574],[106.74681696712963,-6.325274986860353],[106.7468616033071,-6.325564827218501],[106.7469284675978,-6.325992913756925],[106.74705328699375,-6.326759860804853],[106.74711574171424,-6.327063104332143],[106.7471915153324,-6.327491141270078],[106.74729851636454,-6.328048539886496],[106.74736547077923,-6.328423124417886],[106.74738328929621,-6.328552379492258],[106.74742342596093,-6.32874417989433],[106.74746356263289,-6.328918090258251],[106.74753042710475,-6.329060729213029],[106.74768206464242,-6.329363933047666],[106.74795852218809,-6.329769741691383],[106.74828852583504,-6.330264724917262],[106.7484177556487,-6.330545624365503],[106.74854266587427,-6.330942529499396],[106.74859612171272,-6.3312234305748705],[106.74864516790578,-6.331745112148603],[106.74873885066424,-6.3325210411965225],[106.74885476175915,-6.333363750508211],[106.74897076290767,-6.33414857262091],[106.74907326513662,-6.334928927332429],[106.74929626839327,-6.336436095925519],[106.7494121797789,-6.337314563513699],[106.74952809122496,-6.3379834041623715],[106.74969754882825,-6.339062499165944],[106.74976891364621,-6.339829485612169],[106.74975550461814,-6.341211817837563],[106.74976891364621,-6.341528389474293],[106.74976441397227,-6.341675520356324],[106.7497600042919,-6.341978774061844],[106.74973318623763,-6.342513834205077],[106.74972877655787,-6.342661042713108],[106.74973768591093,-6.342897362300726],[106.74973318623763,-6.343334327274342],[106.74972877655787,-6.343472551374208],[106.74972427688476,-6.343806996400424],[106.74971095785283,-6.344462515914651],[106.74971536753223,-6.345648610893466],[106.74971536753223,-6.3457021407544065],[106.74971536753223,-6.345742229572004],[106.74971536753223,-6.345800213835044],[106.74970645818007,-6.346620655712388],[106.74971095785283,-6.346910511196022],[106.74971986720517,-6.346955151357656],[106.74984468816905,-6.34691054356198],[106.75000073697082,-6.346892723623797],[106.75004978347383,-6.346888210344113],[106.75015687587577,-6.346874822535068],[106.750691978684,-6.346839153994352],[106.75114680808419,-6.346803482596139],[106.75132958604941,-6.3467901706187755],[106.75149454531687,-6.346781198887138],[106.75160604813162,-6.346767821337055],[106.75195828580071,-6.346718818794246],[106.75211883580737,-6.346678656091908],[106.75232393320985,-6.346607324693907],[106.75254693972693,-6.346500313660179],[106.75260930599627,-6.346460194171905],[106.75294822602845,-6.346250574400785],[106.75315782393821,-6.346147993185257],[106.75339415054307,-6.346036557543694],[106.75380884764459,-6.345813572060564],[106.75404076517577,-6.345697672681965],[106.75407190352007,-6.345688750382535],[106.75432164039849,-6.3455950801570395],[106.75451342051234,-6.345523722302414],[106.75458469688022,-6.345492530146226],[106.7545713775572,-6.344966361789003],[106.75455796823958,-6.344783559833683],[106.75453564937713,-6.3444446897426054],[106.75451342051234,-6.344279684775487],[106.7545000111982,-6.344252934631145],[106.75424586435025,-6.34424844395843],[106.75421463598634,-6.344248460595164],[106.75417449809565,-6.343784686279153],[106.75417449809565,-6.343753507737423],[106.75413885997456,-6.343240672005434],[106.7541343602122,-6.34320057813464],[106.75404517494104,-6.3426209097025215],[106.75400503708092,-6.34237562619868],[106.75404517494104,-6.342076899668088],[106.75407190352007,-6.341894029543257],[106.75410763162567,-6.341898474754942],[106.7546115155195,-6.34196089788301],[106.75493702926136,-6.342027809336453],[106.75527586284373,-6.342067947275932],[106.75631936552334,-6.342014467142061],[106.75640405189763,-6.341987679241532],[106.75652446679776,-6.341956506654471],[106.75660474343402,-6.3419565097710855],[106.75666711084072,-6.3419564797700785],[106.75711754262996,-6.342001053446105],[106.75714427157797,-6.341996575503277],[106.75714868140471,-6.341996586004227],[106.75720222930788,-6.34135002193059],[106.75730482532643,-6.34132772147306],[106.7574652891941,-6.341301007858494],[106.75749651801411,-6.340953203242633],[106.75750101784443,-6.340846163389256],[106.75750101784443,-6.340837255804248],[106.7575232470076,-6.340801593996636],[106.75760352400401,-6.340801597345899],[106.75780421662165,-6.340806059435208],[106.75783544548918,-6.340806043023747],[106.75787999388128,-6.340360131673019],[106.75791572259814,-6.34003015572111],[106.75787558404005,-6.339668934510963],[106.75782653581183,-6.339459356662634],[106.75781753613809,-6.339428165744883],[106.7578131262981,-6.339289934968818],[106.75781753613809,-6.3391249255142945],[106.75778639726981,-6.3387592709497875],[106.75778639726981,-6.338750363685977],[106.75776407808365,-6.338415985804043],[106.75776848792268,-6.33826433951857],[106.75776848792268,-6.33816620422272],[106.7577729877585,-6.338027994469129],[106.75785326484495,-6.337448333429718],[106.75778189743372,-6.3373770124428175],[106.75764366251306,-6.337247660600597],[106.7576169335051,-6.337207524275668],[106.75756338550218,-6.336819572189069],[106.75754556616961,-6.336369187683765],[106.75755897566722,-6.3359366826298285],[106.75758120483619,-6.335535375770027],[106.75762584317407,-6.335160833157758],[106.75762134334121,-6.33512512042915],[106.7576169335051,-6.335093936241147],[106.7574876083503,-6.3349824194559865],[106.75743406037849,-6.334924497090354],[106.75747869868688,-6.33430908840174],[106.75751433734274,-6.333818596733655],[106.7575232470076,-6.333729471600853],[106.75753665650386,-6.333649182688735],[106.75755006600093,-6.3336179578126615],[106.75766598168715,-6.333510924852125],[106.75770612020747,-6.333479755150655],[106.7577729877585,-6.3334262181098895],[106.75777748759442,-6.3334217725678625],[106.75779530694554,-6.333412824690011],[106.75794686148453,-6.333381648693418],[106.75801822894864,-6.333372729873947],[106.75821001224736,-6.333341475764107],[106.75837938646644,-6.333319164773799],[106.75813414487855,-6.332966942112671],[106.75799149989571,-6.332748444798351],[106.75792013244016,-6.332645877563291],[106.75790672292081,-6.332601241593599],[106.75789340339902,-6.332574493488365],[106.75790672292081,-6.33244967765398],[106.75791122275943,-6.33241398195942],[106.75791572259814,-6.332382817569432],[106.75792904212126,-6.33224011144673],[106.75797809037206,-6.33201271061246],[106.7581297350323,-6.331553410082092],[106.7581297350323,-6.331540050811725],[106.7581520542551,-6.331192208580882],[106.75819660271054,-6.3310272252127024],[106.75819660271054,-6.331022772162661],[106.75821442209521,-6.330924685803089],[106.75808959643561,-6.330594671646296],[106.75806727721907,-6.330460880240577],[106.75807618690607,-6.330420743509377],[106.7580985061235,-6.3303360248899985],[106.75830360903689,-6.330251368291513],[106.75841511526343,-6.330171050445322],[106.75856667022424,-6.329885668494584],[106.7585711700762,-6.329876770338048],[106.75858007978333,-6.329849992966867],[106.75862912817752,-6.329635961141493],[106.75863362803074,-6.329604798346221],[106.75863803788698,-6.329573560416314],[106.75868708629393,-6.329372888439955],[106.75877186356591,-6.329091979893385],[106.7588476411548,-6.328873475675514],[106.75895464779396,-6.328561369556921],[106.75900819613142,-6.328351725441548],[106.75898587682282,-6.328249187327026],[106.75896355751644,-6.32813774372473],[106.75889218974937,-6.328012841301376],[106.75886105073083,-6.3279861361188425],[106.75870490571785,-6.327896918780121],[106.75866035716072,-6.327874640037532],[106.75853103139995,-6.327825550616484],[106.75831251873332,-6.327798854854665],[106.75828578964506,-6.327794346315173],[106.75759461433593,-6.327758711840572],[106.75750101784443,-6.3277542214991245],[106.75733155429694,-6.327731922440148],[106.75726468687846,-6.327696239950049],[106.7572378679195,-6.327589241343262],[106.75723786791951,-6.327580335714765],[106.75724236774461,-6.327477772665314],[106.75726468687846,-6.327410869423894],[106.75726468687846,-6.327375247028119],[106.7572601870529,-6.327326180324301],[106.75718441000421,-6.32727712092811],[106.7569391697325,-6.327214667639223],[106.75678752588313,-6.327205763730158],[106.75660024362182,-6.327232485723966],[106.75651105736246,-6.327228083876608],[106.75647982868071,-6.326849064333054],[106.75646650924428,-6.326657331476935],[106.75646200943487,-6.3265368648418985],[106.75643969038147,-6.326425422823899],[106.75643528056877,-6.326385259198116],[106.75639955208949,-6.326327301846711],[106.7563550039936,-6.326255964679171],[106.75594480194603,-6.326157859848786],[106.75578424917845,-6.32611776711277],[106.75557014900322,-6.326099906829139],[106.75538286776617,-6.326086552306692],[106.75501280554495,-6.326055319961732],[106.75498157707341,-6.326050881304354],[106.75493252948286,-6.326041952457845],[106.7546115155195,-6.325836851613932],[106.75454905869341,-6.325805632382475],[106.75444205417192,-6.325761039345879],[106.75425027411958,-6.325729787075537],[106.75389803282104,-6.325743196221016],[106.75352347331928,-6.325671801189666],[106.75328714657702,-6.325480077562852],[106.75315782393821,-6.325292794879646],[106.75305082008585,-6.325101105316409],[106.75288585966406,-6.324811257844436],[106.75281890358669,-6.324681914956412],[106.75272971884289,-6.324592754084333],[106.75272530910371,-6.324588290504583],[106.75268067174878,-6.324574919404258],[106.75250230240779,-6.32452135088135],[106.75214115442735,-6.324708705306316],[106.75194496663495,-6.324748839955993],[106.75179782590423,-6.324704240810884],[106.75168632299332,-6.324641749895091],[106.75119585484,-6.324155774117538],[106.75110217104607,-6.324026452640997],[106.7510531243109,-6.323865897903749],[106.75104862461097,-6.323767775172856],[106.75115571749406,-6.323634025884869],[106.75123599219319,-6.323584979586584],[106.75145890762515,-6.323442258847917],[106.75146331733923,-6.32343781715587],[106.75152136358359,-6.323397705723702],[106.75153468272397,-6.3233352426808445],[106.75154809185935,-6.323295117915569],[106.75154359214939,-6.323139034387346],[106.75154359214939,-6.323000847707223],[106.7514098608113,-6.322786764739538],[106.75140536110415,-6.322777851605516],[106.75128503896869,-6.322599494671532],[106.75123599219319,-6.322492530498504],[106.75120476425187,-6.32242559921677],[106.75119585484,-6.321944003299054],[106.75117794602332,-6.3217344659642105],[106.75108435223095,-6.321150289829538],[106.7510754428239,-6.3211101986839955],[106.75107094312354,-6.3211012857474405],[106.75104421490512,-6.321056704165767],[106.75091489357057,-6.320985349961244],[106.75079448170663,-6.320922919634243],[106.750691978684,-6.320869351129483],[106.75046456433282,-6.320775762590297],[106.75034856240474,-6.3207400577795685],[106.75023265053085,-6.320708880515778],[106.75013005777363,-6.320588450045648],[106.75013005777363,-6.320583997606159],[106.75009891998127,-6.320476992895922],[106.75005428315353,-6.3204056617326145],[106.75000973632835,-6.3203297971209516],[106.75000073697082,-6.3203030664960025],[106.75000073697082,-6.320298614075071],[106.75000073697082,-6.320196052259925],[106.75000073697082,-6.319665436318403],[106.75000073697082,-6.318421362269991],[106.75000073697082,-6.318104704359699],[106.75001864569268,-6.317716769667279],[106.75002305537818,-6.3176588236767035],[106.75002305537818,-6.3176499192288675],[106.75005428315353,-6.317609758609204],[106.75011223903641,-6.317551846662039],[106.75013005777363,-6.317422536596733],[106.75016128556403,-6.317382376173629],[106.75018360398751,-6.317351179117938],[106.75021924147481,-6.317319934216125],[106.7502549689615,-6.317293216676372],[106.75027278771016,-6.317186168184661],[106.7502771974007,-6.3171728227040695],[106.75026387833566,-6.317105931636082],[106.75024605958771,-6.3170568412205625],[106.7501434668243,-6.316963207506163],[106.75013455745498,-6.31695873614667],[106.75004087410825,-6.3168784781562435],[106.75000073697082,-6.31681606295654],[106.75000073697082,-6.316780367562233],[106.75000523664954,-6.316535116877727],[106.75005878283335,-6.31630324968906],[106.75005878283335,-6.316218503200414],[106.75002755505736,-6.3161739162508415],[106.75000073697082,-6.316129340413234],[106.75000073697082,-6.312160766268809],[106.75000073697082,-6.312120621834002],[106.74991155335731,-6.312071617160492],[106.74946122615204,-6.311977943797859],[106.74886817073288,-6.311777277555708],[106.74839102774932,-6.311514222240691],[106.74816811539385,-6.311398229398781],[106.74797634075264,-6.311362594552354],[106.7477979751861,-6.31143836048311],[106.74770879245652,-6.31134921078894],[106.74749029042071,-6.311179728933082],[106.74745465337101,-6.311157470142565],[106.74738769892942,-6.311246676837195],[106.74732083450053,-6.311335802647848],[106.74721833307993,-6.311523103224742],[106.7469909222832,-6.311835258290962],[106.74695078569661,-6.311884298803192],[106.74672337517373,-6.311719325465279],[106.74665201133386,-6.3118263295710815],[106.74654051100445,-6.311960115225897],[106.7464825560531,-6.312067147617405],[106.74642460111684,-6.312196439703542],[106.74641119229058,-6.3122142976651885],[106.74636664619572,-6.31244171601831],[106.74633541893859,-6.312700329477496],[106.74631310090159,-6.312958963557363],[106.74631760050563,-6.313146188324581],[106.74664310210451,-6.313172973772144],[106.74680805789366,-6.313164034081309],[106.7470801047246,-6.313177424880484],[106.74699983152648,-6.313774989402349],[106.74697301380532,-6.314194126418721],[106.74694628607973,-6.314345749931397],[106.7469284675978,-6.314617754970005],[106.7468616033071,-6.315308856607667],[106.74666533018244,-6.316539580720952],[106.74661187480851,-6.316923059354551],[106.74652269255508,-6.31741355546657],[106.74642460111684,-6.318046745350566],[106.74637996502717,-6.318376750202331],[106.74625514600956,-6.319032233629476],[106.74617487310954,-6.319411222493704],[106.74604105501,-6.3199686695022175],[106.7459875997863,-6.320133608936618],[106.74596978138128,-6.3202852679659856],[106.74599200939181,-6.320454668828513]]]}"
0000000000000000001d,Ciputat,Serua Indah,Kota Tangerang Selatan,17.011692853644487,"{""type"":""Polygon"",""coordinates"":[[[106.71861760849383,-6.306038448395309],[106.7186399237401,-6.30632381685667],[106.71868005519673,-6.306618131255974],[106.71875581908763,-6.306992665218414],[106.71884508014209,-6.307295915615065],[106.71885839731864,-6.3074028757898],[106.71885398825334,-6.307661555003388],[106.71894315936653,-6.308080645081619],[106.71907687111332,-6.308441882356873],[106.71933556668097,-6.309043813729849],[106.71941133079675,-6.309262376533107],[106.71946486958784,-6.309405043902666],[106.7195451328082,-6.309520980400403],[106.71966102863075,-6.30961911046729],[106.71987509413371,-6.309752839718638],[106.72012479249199,-6.3098687622267375],[106.72049488646977,-6.310060561791272],[106.72082044010942,-6.310225546970629],[106.72107013953622,-6.310323581604838],[106.72128861551845,-6.310430608032257],[106.72143132688211,-6.310510907860066],[106.72158294655927,-6.310613489092009],[106.72192631827205,-6.310840845412941],[106.72218933632593,-6.311032643248177],[106.72222946842736,-6.3111039686843124],[106.72231864090305,-6.311518621931095],[106.72239449602421,-6.311844199077606],[106.72247916944643,-6.312151834949988],[106.72249707594477,-6.31231239201034],[106.72245694379473,-6.312423847787088],[106.72232314001982,-6.312597744854635],[106.72226960053608,-6.312664648632964],[106.72214029598767,-6.3127582551538195],[106.7220243988645,-6.3128474379085855],[106.72191732005474,-6.3129277388753895],[106.72186387065146,-6.3129856572061085],[106.72184605418659,-6.313030298052143],[106.72181923950981,-6.313114994077941],[106.72181483038543,-6.3132130930753325],[106.72183705597254,-6.313391477730179],[106.72185496241885,-6.313538602918642],[106.72179251481842,-6.314060347668298],[106.72176129102483,-6.314243146021078],[106.72164980322147,-6.314680190337935],[106.72163639589458,-6.314738123678325],[106.72160076300294,-6.314898649903069],[106.72154722369422,-6.31515725356411],[106.72152049903572,-6.315424820365861],[106.72149818349845,-6.31559873783135],[106.72148486616275,-6.315736973300196],[106.72142241866693,-6.316187339209079],[106.72143573599885,-6.316566319578084],[106.72142682778349,-6.316762532466668],[106.72138669582783,-6.316896339645631],[106.72130202282422,-6.3169855205615315],[106.72110577234231,-6.317154923910654],[106.72092301929925,-6.317302089256508],[106.72080262372866,-6.317355572416139],[106.7207089527808,-6.317368961714396],[106.72063759732073,-6.317355604105067],[106.7205395173439,-6.3173422651851885],[106.72031654302646,-6.317284283040752],[106.72008466077284,-6.317248623028891],[106.71982155524319,-6.317212894927168],[106.71979483079346,-6.317520626726141],[106.71976360728219,-6.318109194624089],[106.719803738943,-6.318242946654829],[106.71990631766073,-6.318421363334623],[106.72002221367279,-6.318657699270062],[106.72011588432947,-6.31873789846993],[106.72018723962103,-6.318813753111188],[106.72028091034768,-6.318992072951356],[106.72029422761078,-6.319206157480422],[106.72023178045151,-6.319496011314437],[106.72022737135879,-6.319558419670448],[106.72055733370343,-6.319647571798495],[106.72061528187264,-6.31970558708281],[106.72060637369036,-6.319803689153358],[106.72056624188373,-6.319982034049029],[106.72056183278434,-6.3200935039850235],[106.72057074096482,-6.320254066429352],[106.72059296642679,-6.320369973777555],[106.72058405824541,-6.320517138469472],[106.72057074096482,-6.320673198315475],[106.72054842552348,-6.320815882703046],[106.72052611008439,-6.321016535517716],[106.7205127028257,-6.3211101783957195],[106.72052611008439,-6.321177080773348],[106.72054842552348,-6.321306346163953],[106.72055733370343,-6.321333162508477],[106.72058855732686,-6.321435651082094],[106.7207089527808,-6.321609582952504],[106.72098537667213,-6.321921744647889],[106.72105232313534,-6.322024309371776],[106.72107454864576,-6.322140219681508],[106.72109686414024,-6.32231409639473],[106.72111468054472,-6.322786797246831],[106.72111468054472,-6.322840313720153],[106.72113699604326,-6.323023098778495],[106.72118162704712,-6.323139055321448],[106.72128861551845,-6.323237179738728],[106.72155613191443,-6.32329064904126],[106.72173456634044,-6.3233218910064],[106.72191732005474,-6.323415570295963],[106.72214029598767,-6.32361621043286],[106.72250598420327,-6.323914971980879],[106.72281813340733,-6.324334092448796],[106.72294293922286,-6.324543666216411],[106.72301879455829,-6.324753288231356],[106.72305442767858,-6.3249985324329625],[106.72307224424088,-6.325332961739774],[106.723076743373,-6.325373050071388],[106.72311687563557,-6.325368604532899],[106.72356274016391,-6.325297291762409],[106.72426280777674,-6.325176910276348],[106.72548019284143,-6.3248602827069105],[106.72597510331367,-6.324811263085001],[106.72597510331367,-6.3246373523994865],[106.72589933694776,-6.324467888257345],[106.72579675544858,-6.324249383893547],[106.72571648995785,-6.324084365508344],[106.72544446934657,-6.323379869153089],[106.72528843782707,-6.3228536727414495],[106.72501200855419,-6.322055505839348],[106.72499410185215,-6.321988595768542],[106.72499410185215,-6.321957424388757],[106.72498969266441,-6.321725542335111],[106.72498969266441,-6.321614060292633],[106.72498969266441,-6.321524843558603],[106.72498519349337,-6.321239451976978],[106.72498078430583,-6.3212038167314795],[106.7249584684192,-6.320931824582053],[106.72494506089163,-6.320789145344299],[106.7249406517049,-6.3206776537526554],[106.72493174334828,-6.320521546436956],[106.72492724417842,-6.320374434783323],[106.72491383665272,-6.320097934803676],[106.7248871115872,-6.319540560853155],[106.7248827024016,-6.319513832313219],[106.72486929487863,-6.319451386029408],[106.72485588735647,-6.319388939802555],[106.72485588735647,-6.319348864029437],[106.72485588735647,-6.319027790089006],[106.72485588735647,-6.318943029980413],[106.72485588735647,-6.318858348111401],[106.72483357148246,-6.31865768925864],[106.72482916229794,-6.318599713310174],[106.72478902972453,-6.318483775294228],[106.72500750938268,-6.318519403356132],[106.72528843782707,-6.318528371000893],[106.72538211071571,-6.318532791367492],[106.72558277419378,-6.3185372883113065],[106.72576553108941,-6.318532843253653],[106.72594396891314,-6.318528383866722],[106.72632298104661,-6.31849717644156],[106.72673762754339,-6.318461438312791],[106.72704978272142,-6.318443599243161],[106.72730398840226,-6.31844805393343],[106.72740207138021,-6.318448110498796],[106.72787916920142,-6.318430238692434],[106.72800406785791,-6.318430272860071],[106.72815560205743,-6.318430290626256],[106.72856143347101,-6.318434681179756],[106.72874428281234,-6.318434684736652],[106.72891372453664,-6.318434738438355],[106.72905194156766,-6.318434725025822],[106.72940423341409,-6.318457045385766],[106.72952904294604,-6.318461456626534],[106.72972971018535,-6.318457046170129],[106.72995269399472,-6.318456979502335],[106.7302246301631,-6.318452569053796],[106.73051447381292,-6.3184927213946045],[106.7307196412331,-6.3185194093911585],[106.730897993066,-6.3185283871222975],[106.73104511993843,-6.318564013943673],[106.73114320457437,-6.318662106651137],[106.73137068910825,-6.319005451361448],[106.73143304942674,-6.319076831190197],[106.73175861916695,-6.319094637329894],[106.73180766163752,-6.319090212248502],[106.731999422301,-6.319076797125402],[106.73234272019634,-6.3190634758756925],[106.73238285413969,-6.319058953147208],[106.73275746795714,-6.319027806534955],[106.73353774297027,-6.318880594226647],[106.73393017617745,-6.31878254026181],[106.7342467508695,-6.3187022922160985],[106.73428688515783,-6.31863090203116],[106.73430920198497,-6.318501589112795],[106.73431370134556,-6.318456993197932],[106.73433592818819,-6.318305420683436],[106.73436715375628,-6.318287598875687],[106.73439387996649,-6.318265238116523],[106.7345812334901,-6.318260794946936],[106.734621367839,-6.318260802956642],[106.73494685227797,-6.318256347414961],[106.73518315949947,-6.318256386962936],[106.7352232939574,-6.318256316800657],[106.73523670210753,-6.318256344502669],[106.73526792780255,-6.318256332996885],[106.7356246389365,-6.318265301244024],[106.73608834627139,-6.318269734427313],[106.73631133648209,-6.318202876381228],[106.73631583588333,-6.3181314877295955],[106.7364317404906,-6.317306539732843],[106.73645405753373,-6.316949843231261],[106.73589667205647,-6.3165262091700205],[106.73477740593725,-6.315014593602194],[106.73450987355584,-6.314376942211445],[106.73294473011016,-6.312593269644531],[106.73200833094215,-6.3110504703603505],[106.73173630259679,-6.309855396053853],[106.73229367760727,-6.305539031342239],[106.73202614822553,-6.305583580907196],[106.73201274026972,-6.305481007263273],[106.73163821769813,-6.305525631415184],[106.73145986526897,-6.305538981980198],[106.73138850634031,-6.305579124180339],[106.73128592229654,-6.3057575133349655],[106.73113429596802,-6.305690636945166],[106.73095594394475,-6.30562815203435],[106.73075977488226,-6.305574686524005],[106.73038516444446,-6.304633770671473],[106.72991256049187,-6.304687310947948],[106.72970298453805,-6.304705120849588],[106.72956026783636,-6.3046649740231215],[106.72944427683953,-6.304620435834116],[106.72928383322572,-6.304633821974594],[106.72932396661456,-6.304861181389653],[106.7290742578672,-6.304923653504253],[106.72900289970757,-6.304937006776818],[106.72891813380257,-6.304611533759128],[106.72879773387865,-6.30463375901702],[106.72882454940162,-6.304919193802088],[106.72837858428079,-6.304928123537067],[106.728360767291,-6.305231347645035],[106.72796393470843,-6.305213517207772],[106.72793271004336,-6.305396282609257],[106.72727276383033,-6.3053338971244575],[106.72707650804828,-6.305311594358125],[106.72681789340469,-6.3052447107138505],[106.7264701048774,-6.3052090248431485],[106.72645228804129,-6.305208984506829],[106.72607327568625,-6.305200096007215],[106.72582797981217,-6.305195646325684],[106.7255025087807,-6.305160008427967],[106.72518585661128,-6.305137670639544],[106.72503873363482,-6.305133202376435],[106.72499410185213,-6.3050217312427845],[106.72413800121603,-6.305008339029271],[106.72326849646912,-6.304896897845373],[106.72334876107118,-6.304459863231016],[106.72288499044322,-6.304370728289502],[106.72285376649528,-6.304482187948208],[106.72241681165198,-6.304424194695132],[106.72219824457203,-6.304366225006246],[106.72219383544008,-6.304326147170445],[106.72174347456823,-6.30433950903796],[106.72110577234231,-6.304357373164753],[106.72110136323215,-6.304392976138862],[106.7211102714344,-6.304660575290044],[106.7208828874351,-6.304673889024141],[106.72069113640904,-6.304673928344015],[106.72048156919456,-6.304651667643662],[106.7202317804515,-6.304651657193972],[106.71988850135371,-6.304633780386614],[106.71960308071186,-6.3046516519289755],[106.71960308071186,-6.3047051525796265],[106.71938901547254,-6.304696238203017],[106.7192062638498,-6.30469621615201],[106.71871568761725,-6.304727452496098],[106.71865333088512,-6.304731918135111],[106.71870677951158,-6.304852319807938],[106.71871568761725,-6.304932552691504],[106.71871568761725,-6.305039554976314],[106.71866664805009,-6.305200104610319],[106.71863542469833,-6.305365069243215],[106.71862210753524,-6.305552409988686],[106.71860420135098,-6.305761927401655],[106.71861760849383,-6.306038448395309]]]}"
